Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Pure silver and silver-containing stainless steel surfaces have been found to have no inhibitory effect on SARS-CoV-2 and H1N1 viruses. In comparison, pure copper and high-copper stainless steel exhibit significant antiviral properties.",1186,Translated,TRUE,38.32,0,11.9,18.33,16.8,11.83,11,12,15.15,11th and 12th grade,236,32,6.40625,3,0.1169,0.7545,0.1286,0.635071814,0.045502272,0.319425881
"It turns out that sterling silver and stainless steel surfaces containing silver are not displayed.
Inhibitory effect against SARS-CoV-2 and H1N1 viruses. In contrast, pure copper and
Copper-containing stainless steel with a high copper content shows significant antiviral effects.
Property.",1186,Translated,TRUE,49.52,11.2,9.7,17.21,14.9,12.19,14,7.666666666666666,10.32,9th and 10th grade,291,40,6.375,3,0.0345,0.5681,0.3974,0.630163431,0.047592957,0.322243631
"Results from hospitalized patients show that shedding of the virus in stool occurs for ~3-7 days
after a positive PCR test, you can get a nasal swab and that the stool could be excreted
continue 6-10 days after receiving a negative nasal swab.",1194,Translated,TRUE,44.75,0,17.7,10.06,22.1,12.75,10,27.5,22.78,22nd and 23rd grade,243,43,4.720930233,5,0.0418,0.9202,0.0379,0.643708169,0.065174133,0.291117698
"Results from hospitalized patients indicate that shedding of virus in stool occurs for approximately 3 to 7 days
After a positive PCR test result can be obtained from a nasal swab, this can be eliminated in the stool
It lasts for 6-10 days after a negative nasal swab is taken.",1194,Translated,TRUE,29.19,0,21.6,9.71,25,13.06,12,31,24.8,24th and 25th grade,277,50,4.6,5,0.0338,0.8688,0.0975,0.654754579,0.045300141,0.299945205
"Results from hospitalized patients have shown that viral shedding in the stool occurs for approximately 3 to 7 days.
If a positive PCR test result is obtained from nasal discharge, it can be excreted in the stool.
It lasts for 6 to 10 days after a negative nasal swab.",1194,Translated,TRUE,71.85,10.5,7.3,8,7.9,11.86,13,8.833333333333334,10.6,7th and 8th grade,268,49,4.530612245,5,0.0242,0.8619,0.1138,0.647607327,0.052771326,0.299621344
"Results from hospitalized patients indicate that virus excretion in faeces occurs for approx. 3 to 7 days
After a positive PCR test result can be obtained from a nasal swab, this can be eliminated in the stool
It lasts for 6-10 days after a negative nasal swab is taken.",1194,Translated,TRUE,55.07,0,11.7,8.83,12.2,12.26,13,15.25,14.7,11th and 12th grade,270,49,4.571428571,5,0.029,0.8304,0.1406,0.641760349,0.044748247,0.313491464
Results from hospitalized patients show that viral shedding in stool occurs approximately 3â€“7 days after a positive PCR test by nasal swab and that viral shedding in stool may continue for 6â€“10 days after a negative nasal swab.,1194,Translated,TRUE,32.91,0,18.1,12.14,21.6,13,10,24,20.46,12th and 13th grade,231,38,5.105263158,5,0.0172,0.7857,0.197,0.640419304,0.064080723,0.29549998
"Results from hospitalized patients suggest that viral shedding in fecal material occurs ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that emissions in feces could
continue for 6-10 days after a negative nasal wash.",1194,Translated,TRUE,29.86,0,19.3,11.91,22.6,14.53,15,25.5,21.28,-1th and 0th grade,245,41,5.048780488,5,0.0204,0.8252,0.1544,0.639970005,0.06064849,0.299381465
"Results from hospitalized patients suggest that shedding of the virus in the stool occurs ~3 to 7 days after a positive PCR test from a nasal swab.
Occurs later, and stool discharge may continue for 6 to 10 days after a negative nasal swab test.",1194,Translated,TRUE,65.56,0,9.7,8.42,10.9,11.77,11,13.25,12.56,12th and 13th grade,245,45,4.488888889,5,0.0205,0.8612,0.1183,0.651904583,0.070054717,0.278040737
"Results from hospitalized patients indicate that viral shedding in fecal matter occurs in approximately 3 to 7 days.
after a positive PCR test can be obtained from a nasal swab and that shedding in feces could
continue for 6 to 10 days after a negative nasal swab.",1194,Translated,TRUE,47.62,0,12.5,9.7,12.2,12.19,14,14.75,14.51,12th and 13th grade,264,47,4.680851064,5,0.0181,0.8407,0.1413,0.642549992,0.056197956,0.301252037
"Results from hospitalized patients indicate that viral shedding in faecal material occurs ~3-7 days
after a positive PCR test can be obtained from a nasal swab and that excretion in feces could
continue for 6-10 days after a negative nasal swab.",1194,Translated,TRUE,29.86,0,19.3,12.03,22.6,14.53,15,27.5,23.23,22nd and 23rd grade,245,41,5.048780488,5,0.0179,0.8254,0.1567,0.643519521,0.064439185,0.292041361
"Results from hospitalized patients show that virus shedding in stool occurs for about 3â€“7 days.
After a positive PCR test, a nasal swab can be taken and stool can be expelled.
After receiving a negative nasal swab, this takes 6â€“10 days.",1194,Translated,TRUE,74.49,9.7,6.3,9.16,8.4,11.63,9,7.166666666666666,9.38,9th and 10th grade,240,41,4.926829268,5,0.0219,0.8225,0.1555,0.631652951,0.055849437,0.312497556
"Results from hospitalized patients indicate that shedding of virus in stool occurs for approximately 3 to 7 days
After a positive PCR test result can be obtained from a nasal swab, this can be eliminated in the stool
It continues for 6-10 days after a negative nasal swab is taken.",1194,Translated,TRUE,29.19,0,21.6,10.17,25.4,13.06,13,32,25.6,25th and 26th grade,281,50,4.68,5,0.0273,0.8473,0.1254,0.643544495,0.054901771,0.301553696
"Results from hospitalized patients suggest that virus is shed in the stool for ~3â€“7 days
after a positive PCR test can be obtained from a nasal swab and that stool excretion could
continue 6-10 days after a negative nasal swab.",1194,Translated,TRUE,47.8,0,16.5,10.17,20.9,12.73,9,25,21,20th and 21st grade,229,40,4.8,5,0.0192,0.8365,0.1443,0.638351202,0.067494668,0.294154048
"Results from hospitalized patients have shown that viral shedding in the stool occurs for ~3 to 7 days.
After a positive PCR test, you can confirm that stool may be excreted by collecting nasal discharge.
Continue for 6-10 days after a negative nasal swab.",1194,Translated,TRUE,65.01,11.2,7.8,9.39,8.7,12.26,13,8.333333333333334,11.33,8th and 9th grade,256,44,4.886363636,5,0.0215,0.8629,0.1156,0.638834715,0.061064512,0.300100803
"Results from hospitalized patients have shown that viral shedding in the stool occurs in ~3 to 7 days.
It may be excreted in the stool after a positive PCR test using a nasal swab.
Continue for 6 to 10 days after a negative nasal swab.",1194,Translated,TRUE,73.17,10.5,6.8,6.26,6,11.4,11,8.166666666666666,10.44,6th and 7th grade,235,45,4.288888889,5,0.0162,0.7993,0.1845,0.649866939,0.068521917,0.281611145
"Results from hospitalized patients indicate that viral shedding in feces occurs in approximately 3 to 7 days.
after a positive PCR test can be obtained from a nasal swab and excretion in the stool could
continue for 6 to 10 days after a negative nasal swab.",1194,Translated,TRUE,48.13,0,12.3,9.52,11.8,12.33,14,15,15.29,11th and 12th grade,257,46,4.652173913,5,0.0181,0.8033,0.1786,0.643365145,0.063372873,0.293261975
"The results of hospitalized patients show that the virus is spread in feces for ~3-7 days
after a positive PCR test, you can get a nasal swab and that the excretion with feces could
continue 6-10 days after a negative nasal swab test.",1194,Translated,TRUE,44.75,0,17.7,8.84,21.1,12.01,8,26.5,21.85,21st and 22nd grade,234,43,4.511627907,5,0.0263,0.8321,0.1416,0.656460285,0.04370977,0.29982993
Results from hospitalized patients show that fecal viral shedding occurs approximately 3â€“7 days after a positive PCR test from a nasal swab and that fecal shedding may continue for 6â€“10 days after a negative nasal swab.,1194,Translated,TRUE,34.94,0,17.3,12.78,21.2,13.76,11,23,19.96,-1th and 0th grade,223,36,5.222222222,5,0.0166,0.7802,0.2032,0.632867515,0.058980271,0.308152199
"Results from hospitalized patients suggest that shedding of virus in fecal material occurs ~3-7 days
after a positive PCR test can be obtained from a nasal swab and that faecal emissions could
continue for 6-10 days after negative nasal wash.",1194,Translated,TRUE,30.88,0,18.9,12.14,22.5,14.7,14,25,21,18th and 19th grade,242,40,5.125,5,0.0233,0.8816,0.0951,0.646550238,0.069379583,0.284070164
"Results from hospitalized patients indicate that shedding of virus in feces occurs ~3-7 days
after a positive PCR test can be obtained from a nasal swab and that faecal excretion could
continue for 6-10 days after a negative nasal swab.",1194,Translated,TRUE,30.88,0,18.9,11.33,21.8,14.31,13,26,22,21st and 22nd grade,236,40,4.975,5,0.0206,0.8669,0.1125,0.647723317,0.066327557,0.2859492
"The risk of death among COVID-19 patients with asthma was significantly increased in Asia, but not elsewhere.
Europe, North America, South America.",1195,Translated,TRUE,60.31,0,7.6,13.15,11.1,10.64,5,6,6.22,7th and 8th grade,147,22,5.772727273,2,0.0235,0.5313,0.4452,0.638060927,0.178400174,0.183538899
"Asthma patients with COVID-19 had a significantly increased mortality risk in Asia, but not in the country
in Europe, North America and South America.",1195,Translated,TRUE,38.66,0,13.8,12.77,15.5,11.41,6,16,12.93,12th and 13th grade,150,24,5.333333333,2,0.0176,0.4568,0.5256,0.671445608,0.149788588,0.178765774
"Asthma patients with COVID-19 had a significantly increased risk of mortality in Asia, but not in the country
in Europe, North America and South America.",1195,Translated,TRUE,46.1,0,13,12.02,15.4,11.19,6,16.5,13.2,12th and 13th grade,153,25,5.2,2,0.0175,0.4648,0.5177,0.670976639,0.146551207,0.18247214
"COVID-19 patients with asthma had a significantly increased risk of mortality in Asia, but not in
Europe, North America and South America.",1195,Translated,TRUE,40.69,0,13.1,12.53,14.6,11.9,6,15,12.44,12th and 13th grade,138,22,5.363636364,2,0.0173,0.4619,0.5207,0.683203995,0.130304202,0.186491773
"Asthma patients with COVID-19 had a significantly increased mortality risk in Asia, but not in Asia.
Europe, North America and South America.",1195,Translated,TRUE,51.85,0,8.8,11.87,9.7,11.36,6,6.5,8.04,8th and 9th grade,141,22,5.5,2,0.0231,0.5552,0.4217,0.674910188,0.135161638,0.189928129
"Asthma patients with COVID-19 had a significantly increased risk of mortality in Asia, but not in
Europe, North America and South America.",1195,Translated,TRUE,40.69,0,13.1,12.53,14.6,11.9,6,15,12.44,12th and 13th grade,138,22,5.363636364,2,0.0165,0.4603,0.5232,0.677284956,0.135980576,0.186734468
"The risk of death among patients with asthma from COVID-19 increased significantly in Asia, but not elsewhere.
Europe, North America, South America.",1195,Translated,TRUE,60.31,0,7.6,13.44,11.2,10.64,5,6,6.22,7th and 8th grade,148,22,5.818181818,2,0.0185,0.4079,0.5736,0.639371634,0.172142088,0.188486293
"The risk of death in COVID-19 patients with asthma was significantly increased in Asia, but not elsewhere.
Europe, North America, South America.",1195,Translated,TRUE,60.31,0,7.6,12.39,10.4,10.64,5,6,6.22,7th and 8th grade,144,22,5.636363636,2,0.0243,0.537,0.4386,0.643414676,0.164655238,0.191929966
"COVID-19 patients with asthma had a significantly increased risk of death in Asia, but not in
Europe, North America and South America.",1195,Translated,TRUE,57.61,0,10.7,11.43,13.8,11.19,5,14,10.62,10th and 11th grade,134,22,5.181818182,2,0.0178,0.4332,0.549,0.672155678,0.138087049,0.189757198
"Asthma patients with COVID-19 had a significantly increased risk of mortality in Asia, but not in Europe, North America, and South America.",1195,Translated,TRUE,40.69,0,13.1,12.53,14.8,11.9,6,15,12.44,12th and 13th grade,139,22,5.363636364,2,0.0215,0.5423,0.4362,0.677651823,0.133206442,0.189141735
"The risk of death increased significantly in asthmatic patients infected with COVID-19, but not in Asia.
Europe, North America and South America.",1195,Translated,TRUE,51.85,0,8.8,12.91,10.6,11.36,6,7,9.85,9th and 10th grade,145,22,5.681818182,2,0.0175,0.398,0.5846,0.652071416,0.146468967,0.201459602
"Asthma patients with COVID-19 had a significantly increased risk of death in Asia, but not in Asia.
Europe, North America and South America.",1195,Translated,TRUE,68.26,0,6.6,10.01,8.5,10.39,5,6.25,6.34,6th and 7th grade,140,23,5.173913043,2,0.024,0.5385,0.4376,0.657634854,0.145126551,0.197238609
"The risk of death among COVID-19 patients with asthma was significantly increased in Asia, but not elsewhere.
Europe, North America and South America.",1195,Translated,TRUE,59.8,0,7.8,12.57,10.6,10.39,5,6.25,6.34,10th and 11th grade,150,23,5.608695652,2,0.0255,0.5632,0.4113,0.640227795,0.178564951,0.181207165
"Asthma patients with COVID-19 had a significantly increased risk of mortality in Asia but not in Asia.
Europe, North America and South America.",1195,Translated,TRUE,51.34,0,9,11.06,9.1,11.07,6,6.75,8.08,8th and 9th grade,143,23,5.304347826,2,0.0248,0.5942,0.381,0.672874033,0.138026819,0.189099178
"COVID-19 patients with asthma had a significantly increased risk of death in Asia, but not in Europe, North America, and South America.",1195,Translated,TRUE,57.61,0,10.7,11.43,14,11.19,5,14,10.62,10th and 11th grade,135,22,5.181818182,2,0.0226,0.5081,0.4692,0.671246886,0.135957927,0.192795157
"Asthmatic patients with COVID-19 had a significantly increased risk of mortality in Asia, but not in Europe, North America, and South America.",1195,Translated,TRUE,40.69,0,13.1,13.29,15.5,11.9,6,16,14.25,15th and 16th grade,142,22,5.5,2,0.0185,0.4785,0.503,0.668899238,0.141027793,0.190072864
